,Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
2322,@SuperEezy lets do it. You drink again? If not I'll both your drinks and mine :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,Nextweek :) @zfzar,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,sends booty pics 2 my bestfriend bcuz what is a bae :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,"@Saeek Step is good option in that case ... I use that a lot . Stable and sturdy :) 
@Ktens @vindee",Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,@KingRappaDZappa Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,@ollyofficial how are you Olly? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,lukkkee my birthday is in 3 days it would be an awesome birthday present to get your follow !!:) @Luke5SOS,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,@priyashaki93 hehe..ok da..am leaving now..see u again.ensoi lunch and day..keep smiles n tc madam :)),Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2330,@montague_web  thanks for following @evolvetelecom #telecoms Happy Friday :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,"AMAZING, you all deserve it siddi :D https://t.co/2bf3PInklo",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,@Matttubbb thank you and thanks for watching :),Positive,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2333,Leader ulit. :) http://t.co/upkfI1udbz,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,I had a good dream. Its a sign that Im going to get along with my unknown roomie. :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,"Hi @dluxjed, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,Gn :) Jesus loves u all,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,"@spreecoza Awesome, thanks so much for helping me :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/hiacH6jXzR.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,http://t.co/dpf5i2xYs9 &lt;&lt; Make sure you have a look &amp; leave a comment on our articles :) http://t.co/gZdJJ0tKrk,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,@medinitalopez I will ^^ thanks bae :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,@josephcaptures did u know that in some places thats ok as long ur gf gives consent and so does her family :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,"Hey @AlexAllTimeLow , is it you? :D http://t.co/VvX86aPLwA",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,"My mister is the best mister :) supportive, kind, and absolutely amazing :3 http://t.co/dyvOozCwRN",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,@spencerlist Yay another vine I love it. PLEASE can you do more vines?With peyton too :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,@SAnneLloyd I will thanks. :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,I am actually enjoying Nagato Yuki-chan no Shoushitsu more than I thought I would :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,"@TheBlazeHotList 
I blocked him too. Because I can :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,@KandelRamesh1 Thankyou so much :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,"@MikeyyGee_562 @thatdudegalvan_ You would know huh , looking in the mirror every day :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,ArchdBanterbury ArchdBanterbury ArchdBanterbury ExpertTradesmen So who is feeling sharp this #friday #morning :) #banter #quiz #tradetalk ……,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,@skyfurry big floofs in your face muahah &gt;:),Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x19",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,goodnight :)),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,@alicecrumbs @elbow @meatbingo @govindajeggy Thank you Alice :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,@dandyxpandy I think it's well past that :D and gives me so much anticipation for the future!!!,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,"JDs! Laro tayo :) Tag your answers to us with our ht :)

angElica - ""anghel"" :---))

#OTWOLGrandTrailer -AA http://t.co/88Z4dcqJSf",Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,@fellagenshit Thank you kkk :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,@gculloty87 @linda_regan @retrodramafans Yeah! She plays the pretty girl at the bus stop :) X,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,@Miangeorges ok good :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,@phoenixtail26 is it a macbook? https://t.co/liUXCEF1gs :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,@JediOMG Id like to think people know who I am :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,Took leave to rehearse for @MOEsg's #YouthCelebrate at @SGSportsHub. Keep my bro @GeraldKoh987 company on @987fm! :) http://t.co/Ajk6gD0Hdn,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,muted :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,"it's not okay now, but i will be okay :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,@WindowsInd waiting for 29th July :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,@magicbricks will be coming tomorrow team ;) Count me in :) #GOHF,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,@SpazzyTsukihara link plz :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,@kyusicwon done :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,"First time buyers your invited :-)
@love_belfast @TheDevenish @FailteFeirste @TheParlourH_B @tonyandjens @WHBelfast http://t.co/yYoX1ZKUdM",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2370,new still :) http://t.co/hvs9S8zBIb,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,@clarkkrm I'll be living with a vegetarian too so I'm sure she'll help me :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,@davey_steven good morning Steve ...have a gooday! #ff :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,"@JJSmith_xXx Hi Jack, best thing to do would be to call 101 :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,"amazing when I answer the door to the mail man and he tells me I look rough, yep thanks :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,"@jazminbonilla77 jazmin Bonilla :), I just want to info you there is a Secret to get 12000 Stars Kim HOllywood, Check them on my Bio",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2376,@IsmailHasan19  a mail follback :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,"Thanks for Sharing Dear Oshieer! :)

#realreviews #happycustomers #realoshi #dealsuthaonotebachao http://t.co/kskcAhbmEu",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,Found this little guy at my store. no bigger then a dime. :) http://t.co/Rp4jrbK9eS,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,"Thanks a lot Carol, the same to you! :-) #FF @Carol1MY  https://t.co/eiKOuPV2ki",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,@MikeJack1976 Thankyou very much. We are happy to hear you enjoyed your tour! :),Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2381,@izblariana baby Im worth it uhuh :) 🎵🎵🎵🎵,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,@iarunsb waiting for the code now :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,@ydirikk welcome on board :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,"@Raheelk We wish you a pleasant time on-board, Raheel :) #FlyHigh",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2385,Let's do this again :) http://t.co/fa56o6DOlq,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,@Real_Liam_Payne a little suggestion that we do another 1D Day :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,@ManhattanMango or if they're even familiar with the idea if snapchat. Im sure they have phones but question is are they bothered enough? :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,Thanks Everette Taylor for the follow! We appreciate the support! Be sure to like us on Facebook :) http://t.co/G7n0T1vB6W,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,@TheVan @SenorRajD Fair enough :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,Done :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,"@WforWoman 
Ha-ha, But Only of Couple of Girls :)
#WSaleLove",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,@Movieespeech Hey and thank you for following :),Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2393,@PeachyLoans yes please would be great for work :D #Peachyloans #FridayFreebie  xx,Positive,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2394,@madness_Noeli Thanks for the retweet Noe :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,@carmelaaacuenco Just kidding . I'm 20 :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,Work today for a better tomorrow. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,wow i like ur tattoos — Thank you :) I love them too! http://t.co/PGWyJGtp0u,Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,Yisss! #bindingofissac ! Been waiting for #xboxone release :) Well done on the console release! @EdmundMcMillenn  https://t.co/DzIj2QfEJp,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,If you want a dm to justin let me know and I'll gladly give it to you :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2400,My gorgeous son &amp; I in #Morocco last year with @gadventures . What a special #holiday that was. Peru nxt year! :) http://t.co/sRRNYTas7b,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,@Tyrmack4 all BPs to the snap :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,Up early for work. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,@MariaSharapova @RalphLauren resort right? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x18",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,@sugarplumsteve or she can just win bob :) :),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,@LinnJennie :) HavuuuuuLoveYou♥uuuuuuuu:) http://t.co/FMGFgsl2uY,Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,@Osphate I just started using mine a few weeks ago :) After a long break.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,@HowieNatasha Try to stay possitve hun :) Sending hugs :) Hopeyou are as ok as you can be sweetie xxxx,Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,@KageYashsa Have fun :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,"but look forward to joining the conversation! :)
@ArmonRaE @lordcropes no movie has but books",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,@FTlove4good One more 'thank you' to FT fandom from my side too :),Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2412,Now this is what I call #ThrowbackFriday !! Christen ki yaad aa Gayi :D  https://t.co/RHTce9ByRd,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/6LyskBfqFG.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,@davey_steven and you! Hope it's a great one :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2415,The one time I went outside to look at stars and be peaceful I saw a opossum running thru my bushes so that shit ain't for me :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2416,@putriisabrina ok no worries :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,Have a nice day queen! :) @esthercarodan,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,"@ScreamingJoypad A belated good morning to you, sir :D",Positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,@srcglide Yeahh 100% &amp; have a good day too :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,"@UmmJihad1 funny how you use ""kuffar"" computers, cell phones and social media to spread your diarrhea though. Immigrant lice :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,Looking for fun? KIK - goictived70685 #kik #kikmeguys #xxx #tagsforlikes #webcam #trapmusic #hotmusicdelocos :) http://t.co/45Rc6ZgQ2Z,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,"@gfcuppatea Morning.  Hope you're keeping well.
Got anything nice planed for the weekend?
Thanks for the follow as well.  :-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,"@kkkdave keeps asking me to show him my kinickers Miss. Next time you see him, can you beat him extra hard please? Very kind of u :)",Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2424,Best night of my life!!!:),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,"Happy Friday all :-)

You can catch us on 01282 452096 if you want a chat :-) http://t.co/kFxVLYxPsW",Positive,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2426,@btstwit_ shady af lol the management said no reservation on 11 sept :)  https://t.co/9QW1TJcnzD,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"@Jenbag @dowsingforsound @camideasfest @ADFofficial @CambLiveTrust happy days, will get tkts too :)",Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2428,@DrakesRest likewise on the incredible food folks - keep up the great work! :D,Positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2429,"Have a good day/ good night
Enjoy :) http://t.co/uj2nwuQTby",Positive,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,@KarlreMarks Say hello to 'overgeneralization'! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,@gabanna_21 yeah I will :) and Ikr 😍 I like the pic,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,@wuthering_alice I like that it doesn't have to be about consumerism :) Treat Yo Soul,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,"@oconnor_max YAY! Can't wait! Hope I can keep up - been swimming more than riding recently, but will do my best :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,Feeling like shit :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,i'll add more fics tomorrow :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,"#ouch slip disc is sore today
bring on thw swimming and chutes :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,Morning everyone! :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,Great way to start the day!  :D http://t.co/N5nOp3FfnX,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,@UnMondeHistoire chalut :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,@HugeFormula1Fan Give me a minute. I'll take a look. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,http://t.co/2GnmiplU4B listen live! :) :) :),Positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,This dog guy is hilarious @BBC3CR @jvsshow brilliant interview - replay on iplayer later it's so funny :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,Stats for the day have arrived. 4 new followers and NO unfollowers :) via http://t.co/Hk8VpyVCu6.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,"Making me come at 10am when the test is at 11am, thanks for the unneeded stress :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,@Dinnerbone *Future MegaMoh in 7/29/2015* Happy Birthday to me :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,"Lol, Happy Friday peeps! :D http://t.co/cOwsS5v5oY",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,Men are like power tools. They make a lot of noise but its hard to get them to work. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,@otraclace well I travel all around New Zealand in the holidays so hopefully we could meet up? :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/C5WupnoeRn.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,@michael_lavro yeah and when everyone wakes up in the morning they'll see your big pile of dump :) cool,Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2451,"@claralikesarah actually, gf couscous is not as bad as I thought it would be. I'll send you some links :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,@trevorbeatsdrum nice! It sounds awesome! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,@JackieYunTweets More about things I know... Women's Fiction :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,@ManiMint_ you're welcome :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,@fouraroundworld thanks for sharing! Wishing you a wicked weekend :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,@nickgerig Wahahaah. If only :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x17",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,"@SazzylSquires Thank you very much lovely, I'm really pleased you did :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,When people tell me I have good taste in music :D ^.^,Positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,@bng_ynggk he looks different??? :))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,I want to read that @KirkdaleBooks. Orhan Pamuk is my hero :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2462,@DAlmendary @mimoha22 @iamsrk @AsmaMnh16 @DoaaAhmed001 good morning :-) http://t.co/PTI3r1rLDg,Positive,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,"Fall in love under a canopy of maple leaves! Secrets at Maple Syrup Farm is out now :) Happy Friday, all! xx http://t.co/fQeQlpk32A",Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,@stephbichard thank you Stephanie! Ily2 💖💖:),Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2465,@magicbricks @iamKaranB congrtaualtions :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,"@InspectorsClews Oh of course, that's how I understand it. I noticed the issue as well. And Phileas Club inc tomorrow! :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,"@justinbieber when you smile, I smile :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,@simonxxx_ follback :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,I'm not a photographs. just Phonegraphs :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,Srsly today was like the best day ever :)),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,"@PacketSmuggler haha, no not at all; 10:17 here :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,@arifa_pwincess happy birthday ripaaaaa ❤ :),Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2473,Guys with blue eyes :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,@socio_foodie ye banate hain :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,Good morning :) I hope Friday is off to a great start for you! x,Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2476,"@CV_UHB the patients. Children crying in x ray dept...not to leave lol. Must say its a lovely, very pleasant hospital. Have a grt weekend :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,"@rusmexuswriters I have seen some of the new features, but I've not tried the infographic yet, sounds like good stuff :D",Positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,The four o'clock coffee habit. :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,#ThankYou1Dfor a great roadtrip during the WWAT :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2481,"@rusintez @mafintosh Ok, 19:30 at the Apple store at IFC. Then we'll pick a place to go to :-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,"I didn't changed, you just didn't know who I really am :) #credits",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Yes! Bath Bombs are back two great new products! I can't wait to order mine :) Whip me up Bag of Bombs... http://t.co/lvWKZFdFW8,Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2484,please throw your awesome smile lilsisbro @nabilahJKT48 @difaryansyah @maddijanemusic :) hopefully your career is always SUCCESS.!!.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2485,"New phone, today was cool :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,Just pre-ordered Pixar's Inside Out steelbook! :D http://t.co/SnV316MfAH,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,@chanhun4exo welcome :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,@ForYourKindInfo hmm thanks :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,"@BhaktisBanter @PallaviRuhail #FlipkartFashionFriday 
I just loved this...Hope U love it too :) http://t.co/SCwIVZmIWb",Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,@ChantraNan I hope your okay! *super big smiles and hugs* :)\(^.^)/,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,"@glowypanda @Beakmoo @Pani_Bufetowa It made me happy, too. :-)",Positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2492,"Pegell, lemess (n) :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,"I Miss You :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,"@khenderson004 @Sting Kyle, we wont be sending emails right now but ur paypal confirmation is all you need on the night :) See u in Oct!",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,@abejz_no tud jst :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,@MrsFarmerCookie They're so addictive aren't they! Beautiful flowers :) and Humphrey is very cute!,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,"@Tulki Any help / advice / info you need - just yell :) You can normally catch us on here, erm, all the time ;)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2498,Walk Back From The Breach .... :))) http://t.co/iZHXKoABi8,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
